Device, SerialNo, Battery Level, Measure Date Time, Temperature
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:14, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:14, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:14, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:15, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:15, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:15, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:15, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:15, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:15, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:16, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:17, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:18, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:18, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:18, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:18, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:18, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:18, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:18, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:18, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:18, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:19, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:19, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:19, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:19, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:19, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:19, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:19, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:19, 36.2
54A4E441-1FE1-89E9-CFBA-999833EA0A0B, 5171000166, 100, 2021-01-27T08:13:19, 36.2
