Device, Measure Date Time, Exist
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:00:38, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:01:39, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:02:42, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:03:50, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:04:52, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:05:55, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:07:00, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:08:03, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:09:03, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:10:05, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:11:08, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:12:31, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:13:33, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:14:37, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:15:40, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:16:41, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:17:42, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:18:45, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:19:49, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:20:56, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:21:57, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:22:57, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:24:00, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:25:03, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:26:05, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:27:14, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:28:15, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:29:37, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:30:38, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:31:38, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:32:49, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:33:51, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:34:51, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:35:53, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:36:55, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:37:56, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:38:59, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:40:01, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:41:03, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:42:05, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:43:08, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:44:10, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:45:14, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:46:18, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:47:20, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:48:21, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:49:25, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:50:25, false
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:50:59, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:52:01, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:53:04, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:54:06, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:55:09, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:56:11, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:57:14, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:58:16, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T00:59:19, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T01:00:20, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-02-14T01:01:22, true
