Device, Measure Date Time, Exist
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:00:31, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:01:34, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:02:38, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:03:40, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:04:46, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:05:53, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:07:00, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:08:00, false
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:08:33, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:09:33, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:10:34, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:11:36, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:12:38, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:13:40, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:14:40, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:15:53, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:16:55, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:17:59, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:19:01, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:20:04, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:21:08, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:22:10, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:23:11, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:24:14, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:25:23, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:26:26, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:27:29, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:28:33, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:29:34, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:30:37, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:31:37, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:32:40, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:33:47, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:34:52, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:35:54, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:36:57, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:37:59, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:39:03, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:40:08, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:41:12, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:42:12, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:43:18, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:44:25, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:45:28, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:46:30, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:47:31, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:48:47, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:49:51, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:50:54, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:52:07, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:53:09, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:54:09, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:55:18, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:56:25, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:57:27, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:58:30, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T00:59:33, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:00:36, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:01:37, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:02:40, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:03:40, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:04:42, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:05:42, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:06:46, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:07:48, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:08:49, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:09:52, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:10:54, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:11:57, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:12:59, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:14:05, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:15:07, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:16:08, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:17:11, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:18:30, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:19:33, true
AC820428-4383-ABA3-4565-B2BB3AC6F03D, 2021-01-24T01:20:35, true
