Device, SerialNo, Battery Level, Measure Date Time, Temperature
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 40, 2021-02-01T07:29:18, 36.2
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 40, 2021-02-02T07:33:49, 35.2
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 40, 2021-02-03T08:18:12, 35.1
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 40, 2021-02-04T08:01:28, 36.2
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 40, 2021-02-05T07:47:37, 35.7
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 40, 2021-02-07T08:00:51, 35.6
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 40, 2021-02-07T08:02:48, 35.1
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 40, 2021-02-08T07:48:57, 35.6
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T15:40:58, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T15:43:55, 36.5
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.7
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.7
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.7
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.7
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.7
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.3
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.3
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 35.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 35.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 35.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.2
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.2
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:12, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
B420CE41-83F7-715C-BF76-D9AC1A3BD9D9, 5171000136, 100, 2021-02-11T20:54:13, 36.4
