Device, SerialNo, Battery Level, Measure Date Time, Temperature
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-03-26T06:04:12, 36.0
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-03-27T04:48:10, 35.8
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-03-28T05:19:46, 36.3
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-03-29T03:17:05, 34.6
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-03-30T06:22:04, 36.4
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-03-31T05:23:52, 35.2
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-01T04:31:16, 35.6
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-02T05:14:32, 35.6
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-03T05:02:13, 34.9
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-03T05:03:03, 35.0
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-04T06:19:42, 36.2
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-05T06:06:22, 35.4
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-06T06:10:45, 35.8
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-07T05:49:55, 36.2
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-08T05:01:15, 35.7
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-09T05:16:59, 35.1
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-10T04:46:01, 35.5
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-11T06:08:38, 34.6
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-11T06:10:22, 35.1
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-11T06:12:02, 35.3
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-12T06:47:27, 35.3
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-13T04:03:49, 35.9
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-14T05:03:05, 35.3
890DC9D6-3205-47E5-8FF3-6DD2D531FF8E, 5171000182, 100, 2021-04-15T03:54:18, 35.9
