Device, Measure Date Time, Exist
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:00:27, true
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:01:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:02:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:03:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:04:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:05:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:06:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:07:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:08:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:09:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:10:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:11:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:12:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:13:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:14:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:15:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:16:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:17:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:18:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:19:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:20:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:21:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:22:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:23:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:24:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:25:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:26:27, false
26FA2B8B-7EF5-48E2-8827-65538473A4BC, 2021-02-02T00:27:27, false
