Device, Measure Date Time, Exist
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:00:48, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:01:56, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:03:05, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:04:15, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:05:26, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:06:37, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:07:45, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:08:51, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:10:03, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:11:17, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:12:25, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:13:34, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:14:40, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:15:50, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:16:59, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:18:01, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:19:08, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:20:15, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:21:25, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:22:33, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:23:44, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:24:47, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:25:55, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:27:11, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:28:21, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:29:28, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:30:36, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:31:49, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:33:07, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:34:17, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:35:27, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:36:38, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:37:46, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:38:59, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:40:08, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:41:22, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:42:30, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:43:47, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:44:47, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:46:02, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:47:19, true
52DF927C-D4E2-459C-B49D-45FFF9F4FE76, 2021-03-26T02:48:19, true
