Device, SerialNo, Battery Level, Measure Date Time, Temperature
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-03-29T06:20:33, 36.8
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-03-30T16:24:02, -0.1
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-03-30T16:24:40, -0.1
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-03-31T06:14:17, 36.6
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-01T06:31:23, 37.0
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-02T06:44:04, 36.8
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-03T05:45:45, -0.1
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-03T05:48:01, 36.9
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-04T06:15:51, 37.0
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-05T06:25:39, 37.0
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-06T06:17:20, 36.8
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-06T06:19:58, 36.8
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-07T06:08:05, 36.7
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-07T06:09:20, 36.9
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-08T06:14:47, 36.9
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-09T06:03:04, 37.0
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-10T05:54:57, 36.7
E114E3A2-42EB-47C7-944A-968C7A890D7E, 5171000040, 100, 2021-04-11T05:55:44, 36.8
