Device, Measure Date Time, Exist
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:46:14, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:47:15, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:48:18, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:49:26, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:50:27, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:51:29, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:52:49, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:53:53, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:54:54, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:55:55, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:56:56, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:57:56, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T22:58:59, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:00:10, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:01:14, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:02:15, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:03:24, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:04:25, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:05:28, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:06:29, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:07:31, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:08:34, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:09:35, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:10:37, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:11:39, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:13:06, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:14:09, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:15:12, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:16:15, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:17:16, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:18:19, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:19:21, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:20:21, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:21:24, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:22:37, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:23:41, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:24:42, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:25:44, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:26:48, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:27:50, true
9DDDD405-82E4-4C56-A6A6-E2B51ACAB5CF, 2021-04-01T23:28:50, true
